  0.8705  -0.3796   0.9327  -0.3773
  0.9327  -0.3773   0.9897  -0.4055
  0.9897  -0.4055   1.0468  -0.4189
  1.0468  -0.4189   1.1934  -0.5195
  1.1934  -0.5195   1.2022  -0.5332
  1.2022  -0.5332   1.1521  -0.5937
  1.1521  -0.5937   1.1253  -0.5896
  1.1253  -0.5896   1.0011  -0.6318
  1.0011  -0.6318   0.9975  -0.6565
  0.9975  -0.6565   0.8724  -0.7517
  0.8724  -0.7517   0.7778  -0.7034
  0.7778  -0.7034   0.7010  -0.6955
  0.7010  -0.6955   0.6973  -0.7485
  0.6973  -0.7485   0.6413  -0.8325
  0.6413  -0.8325   0.5956  -0.8988
  0.5956  -0.8988   0.5059  -0.9006
  0.5059  -0.9006   0.4263  -0.9989
  0.8380  -0.5059   0.7377  -0.5655
  0.7377  -0.5655   0.5431  -0.5111
  1.6357   0.3927   1.6710   0.3927
  1.6710   0.3927   1.7625   0.4384
  1.7625   0.4384   1.8812   0.5277
  1.8812   0.5277   1.9596   0.5547
  1.9596   0.5547   1.9836   0.5565
  1.9836   0.5565   2.0215   0.5041
  2.0215   0.5041   2.0303   0.4890
  2.0303   0.4890   2.0265   0.4256
  2.0265   0.4256   1.9203   0.3834
  1.9203   0.3834   1.8505   0.3590
  1.8505   0.3590   1.7353   0.2859
  1.7353   0.2859   1.6972   0.3526
  1.6972   0.3526   1.6710   0.3927
  1.7353   0.2859   1.7626   0.2307
  1.9203   0.3834   1.9116   0.2886
  5.7331  -0.6519   5.7862  -0.6900
  5.7862  -0.6900   5.8277  -0.7214
  5.8277  -0.7214   5.8873  -0.7589
  5.8873  -0.7589   5.9458  -0.8183
  5.9458  -0.8183   5.9714  -0.8956
  5.9714  -0.8956   6.0252  -0.9207
  5.7955  -0.8194   5.9458  -0.8183
  5.9458  -0.8183   6.0666  -0.7895
  6.0666  -0.7895   6.0513  -0.7595
  4.2270   0.7842   4.3376   0.7406
  4.3376   0.7406   4.3760   0.6792
  4.3760   0.6792   4.3689   0.5515
  4.3689   0.5515   4.3206   0.3750
  4.3206   0.3750   4.2843   0.3342
  4.3206   0.3750   4.5144   0.2510
  4.6228   0.8029   4.6960   0.6501
  4.6960   0.6501   4.5539   0.6481
  4.5539   0.6481   4.5162   0.6423
  4.5162   0.6423   4.3760   0.6792
  4.5162   0.6423   4.4518   0.5396
  4.4518   0.5396   4.3689   0.5515
  4.4518   0.5396   4.5160   0.4334
  4.5160   0.4334   4.5845   0.4555
  4.5845   0.4555   4.6533   0.4837
  4.6533   0.4837   4.7026   0.5102
  4.7026   0.5102   4.7453   0.5018
  4.7453   0.5018   4.7058   0.5268
  4.7453   0.5018   4.8158   0.3799
  4.8158   0.3799   4.7506   0.3630
  4.8158   0.3799   4.9116   0.3584
  4.9116   0.3584   4.9175   0.3171
  1.1083  -0.7380   0.7092  -0.8866
  0.7092  -0.8866   0.6868  -0.9169
  0.6868  -0.9169   0.7010  -0.9521
  0.7010  -0.9521   0.8011  -1.0425
  0.8011  -1.0425   0.7802  -1.1182
  3.6930  -0.4654   3.4859  -0.4043
  3.4859  -0.4043   3.1106  -0.5917
  3.1106  -0.5917   3.0238  -0.5559
  3.0238  -0.5559   2.8344  -0.2825
  2.8344  -0.2825   2.7317  -0.2938
  2.7317  -0.2938   2.6641  -0.2155
  2.6641  -0.2155   2.6402  -0.2278
  2.6402  -0.2278   2.5808  -0.2589
  2.5808  -0.2589   2.4765  -0.1510
  2.4765  -0.1510   2.5300  -0.0198
  2.5300  -0.0198   2.4189   0.0401
  2.4189   0.0401   2.3361   0.1036
  2.3361   0.1036   2.2829   0.0591
  2.2829   0.0591   2.2634   0.0582
  2.2634   0.0582   2.2586   0.0995
  2.2586   0.0995   2.2985   0.1120
  2.2985   0.1120   2.3361   0.1036
  0.9915  -1.2956   0.1123  -1.3483
  0.1123  -1.3483   0.6962  -1.1915
  0.6962  -1.1915   0.6184  -1.1982
  0.6184  -1.1982   0.5015  -1.1804
  0.5015  -1.1804   0.5182  -1.0745
  5.3999  -0.8252   5.5845  -0.9326
  5.5845  -0.9326   5.7504  -0.9596
  5.5845  -0.9326   5.4751  -1.0201
  5.8293   0.6586   5.8925   0.7525
  5.8925   0.7525   5.8885   0.8325
  5.8885   0.8325   5.8665   0.8634
  5.8665   0.8634   5.8624   0.9114
  5.8624   0.9114   5.8960   0.8773
  5.8960   0.8773   5.8885   0.8325
  2.4637   0.4567   2.4945   0.4008
  2.4945   0.4008   2.5562   0.4148
  2.5562   0.4148   2.5864   0.4538
  2.5864   0.4538   2.6907   0.4087
  2.6907   0.4087   2.7051   0.3462
  2.7051   0.3462   2.6500   0.2923
  2.6500   0.2923   2.6545   0.2089
  2.6545   0.2089   2.5357   0.1725
  2.6545   0.2089   2.9419   0.2691
  2.9419   0.2691   3.0939   0.2542
  3.0939   0.2542   2.9413   0.3581
  2.9413   0.3581   2.7051   0.3462
  2.9419   0.2691   2.9841   0.1836
  2.9841   0.1836   2.9720   0.1050
  2.8506   0.5969   2.7396   0.6405
  2.7396   0.6405   2.6504   0.6149
  1.3627  -0.2071   1.3667  -0.2257
  1.3667  -0.2257   1.3944  -0.2298
  1.3944  -0.2298   1.3654  -0.2827
  1.3654  -0.2827   1.4518  -0.3110
  1.4518  -0.3110   1.5138  -0.2586
  1.5138  -0.2586   1.5254  -0.2528
  1.5254  -0.2528   1.5551  -0.2473
  1.4518  -0.3110   1.4322  -0.3622
  1.5328  -0.3642   1.5030  -0.3915
  1.5030  -0.3915   1.4322  -0.3622
  1.4322  -0.3622   1.3982  -0.3706
  1.3982  -0.3706   1.3328  -0.3904
  4.1808  -0.2490   4.1619  -0.2918
  4.1619  -0.2918   4.1193  -0.2734
  4.1193  -0.2734   4.0820  -0.2580
  4.0820  -0.2580   4.0012  -0.1635
  4.0012  -0.1635   3.8871  -0.2798
  3.8871  -0.2798   3.9447  -0.4410
  3.9447  -0.4410   4.0884  -0.4910
  4.0884  -0.4910   4.0956  -0.5195
  3.9447  -0.4410   4.0012  -0.1635
  4.2176  -0.6423   4.1892  -0.6699
  4.1892  -0.6699   4.0803  -0.7185
  4.0803  -0.7185   4.0259  -0.7799
  4.0259  -0.7799   3.9791  -0.8506
  3.9791  -0.8506   3.9805  -0.9090
  3.9805  -0.9090   3.8482  -0.8270
  3.8482  -0.8270   3.9206  -0.7528
  3.9206  -0.7528   4.0202  -0.7092
  4.0202  -0.7092   4.0221  -0.6327
  4.0221  -0.6327   4.1494  -0.5867
  4.0803  -0.7185   4.0202  -0.7092
  2.4480   0.6001   2.4384   0.6423
  2.4384   0.6423   2.3590   0.7290
  2.3590   0.7290   2.1940   0.7537
  2.1940   0.7537   1.9491   0.8587
  1.9491   0.8587   1.8207   1.0196
  1.8207   1.0196   1.6563   1.0297
  4.9538   0.7668   5.0343   0.6830
  5.0343   0.6830   5.0456   0.6656
  5.0456   0.6656   4.8735   0.6769
  4.8735   0.6769   4.9058   0.6923
  4.8735   0.6769   4.9077   0.6562
  4.9077   0.6562   4.9308   0.5821
  4.9308   0.5821   4.9695   0.5704
  4.9695   0.5704   4.9468   0.6452
  4.9468   0.6452   4.9077   0.6562
  4.8735   0.6769   4.7991   0.6292
  1.6154  -1.3046   1.4480  -1.3323
  1.4480  -1.3323   1.2879  -1.3078
  1.2879  -1.3078   1.3208  -1.2444
  5.5884  -0.7121   5.5760  -0.5614
  5.5760  -0.5614   5.5033  -0.5629
  5.5033  -0.5629   5.4540  -0.5893
  2.1318  -0.0521   2.0125  -0.1667
  2.0125  -0.1667   1.8844  -0.0084
  1.8844  -0.0084   1.6965  -0.1225
  1.6965  -0.1225   1.6355  -0.1094
  1.6355  -0.1094   1.6745   0.0800
  1.6745   0.0800   1.7143   0.1277
  3.4133  -1.2485   3.3038  -1.2066
  3.3038  -1.2066   3.2833  -1.2587
  3.3435  -1.1886   3.3038  -1.2066
  3.3038  -1.2066   3.2182  -1.1860
  3.2182  -1.1860   3.0903  -1.1659
  4.3073  -0.8299   4.2630  -0.8738
  4.2630  -0.8738   4.2753  -0.8753
  4.2753  -0.8753   4.2028  -0.8590
  3.7826  -1.4603   5.6787  -1.3506
  5.6787  -1.3506   5.8469  -1.4038
  5.8469  -1.4038   5.9604  -1.4201
  5.9604  -1.4201   3.7826  -1.4603
  4.5466  -0.4360   4.4958  -0.2743
  4.4958  -0.2743   4.3510  -0.1844
  4.3510  -0.1844   4.3246  -0.2897
  4.3510  -0.1844   4.2686  -0.0817
  4.2686  -0.0817   4.2513  -0.0643
  4.2513  -0.0643   4.3236   0.0346
  4.3236   0.0346   4.4404   0.1635
  4.4404   0.1635   4.4243   0.1772
  4.4404   0.1635   4.6029   0.2190
  4.6029   0.2190   4.7444   0.1667
  4.7444   0.1667   4.7361   0.0433
  4.7361   0.0433   4.7082  -0.1705
  4.7361   0.0433   4.7152   0.0509
  4.7152   0.0509   4.6594   0.0471
  4.6594   0.0471   4.6402   0.0797
  4.6402   0.0797   4.5662   0.0721
  1.5878   0.3514   1.6229   0.2478
  1.6229   0.2478   1.5811   0.1681
  1.5811   0.1681   1.5497   0.1292
  1.5497   0.1292   1.4869  -0.0337
  1.4869  -0.0337   1.5173  -0.1687
  1.5173  -0.1687   1.3724  -0.1431
  1.3724  -0.1431   1.4486  -0.0049
  1.4486  -0.0049   1.4187   0.1105
  1.4187   0.1105   1.4623   0.1734
  1.4623   0.1734   1.5497   0.1292
  1.4187   0.1105   1.2646   0.1213
  1.2646   0.1213   1.2706   0.0977
  1.2706   0.0977   1.2838   0.0425
  1.2838   0.0425   1.3026   0.0297
  1.2646   0.1213   1.2680   0.1553
  1.2680   0.1553   1.2867   0.1772
  5.3478  -0.9902   5.4320  -1.1554
  5.4320  -1.1554   5.4190  -1.1650
  5.4190  -1.1650   5.2385  -1.2723
  5.2385  -1.2723   4.9002  -1.2465
  4.9002  -1.2465   4.6500  -1.1295
  4.6500  -1.1295   4.7498  -1.1112
  4.7498  -1.1112   4.8138  -1.0731
  4.8138  -1.0731   4.9402  -1.0853
  4.9402  -1.0853   5.2739  -1.1548
  5.2739  -1.1548   5.4320  -1.1554
  5.4320  -1.1554   5.6131  -1.1406
  5.6905   0.1722   5.8041   0.1079
  5.8041   0.1079   5.9405   0.1888
  5.9405   0.1888   5.9634   0.2123
  5.9634   0.2123   6.0422   0.2653
  6.0422   0.2653   0.0577   0.2650
  0.0577   0.2650   0.0365   0.5076
  0.0365   0.5076   6.0378   0.4899
  6.0378   0.4899   6.0422   0.2653
  5.6925   0.4474   5.7901   0.4422
  5.7901   0.4422   5.9472   0.5274
  5.9472   0.5274   6.0378   0.4899
  6.0378   0.4899   5.9778   0.4294
  5.9778   0.4294   5.9626   0.4110
  5.9626   0.4110   5.6920   0.3028
  1.0759   0.8788   1.1121   0.8447
  1.1121   0.8447   1.0850   0.8325
  1.0850   0.8325   0.9726   0.8340
  0.9726   0.8340   0.9445   0.8410
  0.9445   0.8410   0.8914   0.8700
  0.8914   0.8700   0.8063   0.9338
  0.8063   0.9338   0.7448   0.9753
  0.9726   0.8340   0.9826   0.7429
  0.9826   0.7429   1.0377   0.6981
  1.0377   0.6981   1.0427   0.6245
  1.0427   0.6245   1.0216   0.5565
  1.0216   0.5565   0.9787   0.5635
  0.8914   0.8700   0.8250   0.8657
  0.8250   0.8657   0.7163   0.8590
  0.8250   0.8657   0.8268   0.7828
  0.8268   0.7828   0.8210   0.7147
  0.8210   0.7147   0.8079   0.6778
  0.8079   0.6778   0.7800   0.6920
  0.3981  -0.8564   0.3856  -0.7560
  0.3856  -0.7560   0.3280  -0.7944
  0.3280  -0.7944   0.2883  -0.8154
  0.2883  -0.8154   0.1146  -0.7383
  0.1146  -0.7383   0.0410  -0.7982
  0.0410  -0.7982   6.1744  -0.7435
  6.1744  -0.7435   6.1865  -0.7938
  6.1865  -0.7938   6.2785  -0.9204
  0.2883  -0.8154   0.2983  -0.9640
  0.2983  -0.9640   0.1891  -1.0027
  0.1891  -1.0027   0.0410  -0.7982
  1.7810  -1.0809   1.5264  -0.9803
  1.5264  -0.9803   1.5152  -0.8910
  0.3127   0.5251   0.3467   0.4756
  0.3467   0.4756   0.3217   0.4291
  0.3217   0.4291   0.3991   0.2676
  0.3991   0.2676   0.4599   0.1597
  0.4599   0.1597   0.5325   0.0480
  0.5325   0.0480   0.4426   0.0957
  0.4426   0.0957   0.3934   0.1070
  0.3934   0.1070   0.2746   0.1376
  0.2746   0.1376   0.2123   0.1324
  0.2123   0.1324   6.2801   0.1196
  6.2801   0.1196   6.1956   0.0980
  6.1956   0.0980   6.1434   0.1111
  6.1434   0.1111   6.0963   0.0570
  6.0963   0.0570   6.1389   0.0218
  6.1389   0.0218   6.2048   0.0308
  6.2048   0.0308   6.1956   0.0980
  6.0111  -0.5169   5.9369  -0.4718
  5.9369  -0.4718   5.8220  -0.4846
  5.8220  -0.4846   5.7061  -0.5390
  5.7061  -0.5390   5.6938  -0.5762
  5.6938  -0.5762   5.7961  -0.5757
  5.7961  -0.5757   5.8970  -0.5643
  5.8970  -0.5643   5.9888  -0.5736
  5.9888  -0.5736   6.0036  -0.5678
  6.0036  -0.5678   6.0111  -0.5169
  2.1338  -0.3357   2.0807  -0.3991
  2.0807  -0.3991   2.0477  -0.4337
  2.0477  -0.4337   2.0019  -0.4677
  2.0019  -0.4677   1.9869  -0.4951
  1.9869  -0.4951   1.9665  -0.5402
  1.9665  -0.5402   1.9074  -0.6472
  1.9074  -0.6472   1.7356  -0.7537
  1.7356  -0.7537   1.7887  -0.8831
  1.7887  -0.8831   1.8916  -0.7790
  1.8916  -0.7790   1.9602  -0.7557
  1.9602  -0.7557   2.1100  -0.6981
  2.1100  -0.6981   2.1273  -0.4241
