0.5406  0.7388 0.4224  0.7227
0.4224  0.7227 0.4276  0.8487
0.4224  0.7227 0.3043  0.6217
0.3043  0.6217 0.1716  0.5386
0.1716  0.5386 0.0366  0.5077
0.3043  0.6217 0.2476  0.6719
0.2476  0.6719 0.2174  0.7170
0.2066  0.4235 0.1682  0.5116
0.1682  0.5116 0.1716  0.5386
0.1716  0.5386 0.0746  0.6751
0.0746  0.6751 6.1878  0.7552
6.1878  0.7552 6.1977  0.7738
6.1977  0.7738 6.1853  0.8108
6.1878  0.7552 6.0298  0.7387
2.8655 -0.6434 2.7365 -0.5399
2.7365 -0.5399 2.5491 -0.4578
2.5491 -0.4578 2.4838 -0.5943
4.3767 -1.3349 4.3347 -1.3457
4.3347 -1.3457 4.2780 -1.3497
4.2780 -1.3497 3.8740 -1.3780
6.0626 -0.3635 5.9985 -0.2745
5.9985 -0.2745 5.9678 -0.2434
5.9678 -0.2434 5.9977 -0.1186
5.9977 -0.1186 6.0839 -0.1039
6.0839 -0.1039 5.8854  0.0003
5.8854  0.0003 5.8541 -0.0107
5.8541 -0.0107 5.7848  0.0056
5.7848  0.0056 5.6355 -0.0773
5.6355 -0.0773 5.4843 -0.1449
5.4843 -0.1449 5.4440 -0.1484
5.7848  0.0056 5.8330 -0.1085
5.8330 -0.1085 5.8138 -0.2410
4.9725  0.2630 4.9978  0.2420
4.9978  0.2420 5.1760  0.1852
5.1760  0.1852 5.1958  0.1548
5.1958  0.1548 5.2155  0.1118
5.2155  0.1118 5.2031  0.0176
5.2031  0.0176 5.1344 -0.0125
5.1344 -0.0125 4.9958 -0.0693
4.9958 -0.0693 4.9815 -0.0744
5.2937 -0.0173 5.2031  0.0176
5.2031  0.0176 5.0854  0.0544
4.5863 -1.0353 4.5614 -0.9708
4.5614 -0.9708 4.5614 -0.9708
4.5614 -0.9708 4.5640 -0.8616
4.5640 -0.8616 4.4488 -0.9222
4.4488 -0.9222 4.4446 -0.9426
4.4446 -0.9426 4.4060 -1.0290
4.4446 -0.9426 4.5614 -0.9708
0.8361  0.3443 0.7820  0.3725
0.7820  0.3725 0.7417  0.4758
0.7417  0.4758 0.5549  0.4095
0.5549  0.4095 0.5002  0.3632
0.5002  0.3632 0.4954  0.3367
1.5687  0.9474 1.5687  0.7845
1.5687  0.7845 1.5696  0.6495
1.5696  0.6495 1.2959  0.5789
1.2959  0.5789 1.3374  0.7197
1.3374  0.7197 1.3198  0.7169
1.3198  0.7169 1.3176  0.7649
1.3176  0.7649 1.3374  0.7197
1.3374  0.7197 1.3818  0.8028
1.3818  0.8028 1.5687  0.7845
3.7239  0.9039 3.7367  0.8044
3.7367  0.8044 3.8052  0.6686
3.8052  0.6686 3.9355  0.7049
3.9355  0.7049 3.9946  0.5815
3.9946  0.5815 4.0338  0.6524
3.9946  0.5815 3.8615  0.4725
3.8615  0.4725 3.7335  0.3348
3.7335  0.3348 3.8041  0.5301
3.8041  0.5301 3.8052  0.6686
3.6193  0.2757 3.6096  0.3047
3.6096  0.3047 3.6420  0.3211
3.6420  0.3211 3.7335  0.3348
3.7335  0.3348 3.8429  0.2865
3.8429  0.2865 3.8447  0.2396
1.2242 -0.7005 1.2307 -0.6433
1.2972  0.9382 1.3239  1.0549
1.3239  1.0549 1.2830  1.1579
1.2830  1.1579 1.0051  1.2450
1.0051  1.2450 0.8063  0.9339
2.3496  0.2070 2.2894  0.3168
2.2894  0.3168 2.2833  0.3747
2.2833  0.3747 2.2980  0.5020
2.2894  0.3168 2.1665  0.1603
3.3860  0.6687 3.2888  0.7218
1.8072 -0.2088 1.8490 -0.2507
1.8490 -0.2507 1.8157 -0.2958
1.8157 -0.2958 1.7678 -0.2668
1.7678 -0.2668 1.6698 -0.2800
1.7678 -0.2668 1.8458 -0.3869
1.8458 -0.3869 1.8692 -0.4469
1.8692 -0.4469 1.8266 -0.4717
1.8266 -0.4717 1.8266 -0.4717
1.8266 -0.4717 1.6594 -0.5225
1.8692 -0.4469 1.8948 -0.4476
1.8948 -0.4476 1.8972 -0.4403
1.8948 -0.4476 1.9377 -0.5009
2.0041  0.0912 1.9511  0.1447
5.3075 -0.2036 5.3277 -0.2307
5.3277 -0.2307 5.4371 -0.4316
5.4371 -0.4316 5.4621 -0.4377
5.4621 -0.4377 5.5289 -0.4362
5.5289 -0.4362 5.6141 -0.3768
5.6141 -0.3768 5.6498 -0.3476
5.6498 -0.3476 5.7030 -0.2770
5.7030 -0.2770 5.6839 -0.2990
5.6839 -0.2990 5.5775 -0.2886
5.5775 -0.2886 5.5237 -0.2926
5.5237 -0.2926 5.3277 -0.2307
1.6753 -0.8954 1.6753 -0.8954
1.6753 -0.8954 1.7887 -0.8619
1.7887 -0.8619 2.0803 -0.8904
2.0803 -0.8904 2.1926 -1.0208
2.1926 -1.0208 2.4308 -1.0249
2.4308 -1.0249 2.8054 -1.1101
2.8054 -1.1101 2.8054 -1.1101
2.8054 -1.1101 2.8054 -1.1101
2.8054 -1.1101 2.6779 -1.2211
2.6779 -1.2211 2.4138 -1.1918
2.4138 -1.1918 2.5617 -1.1332
0.4991  1.1113 0.3744  1.0513
0.3744  1.0513 0.2474  1.0597
0.2474  1.0597 0.1768  0.9868
0.1768  0.9868 0.0400  1.0324
0.2474  1.0597 0.1440  1.0984
0.1440  1.0984 0.6504  1.1764
0.1768  0.9868 0.1613  0.9407
0.1613  0.9407 0.3102  0.9625
3.4933 -0.6159 3.6194 -0.7036
3.6194 -0.7036 3.6191 -0.5855
3.6191 -0.5855 3.6944 -0.6219
3.6944 -0.6219 3.7549 -0.6303
3.7549 -0.6303 3.8201 -0.7303
3.8201 -0.7303 3.7549 -0.6303
3.7549 -0.6303 3.8201 -0.7303
3.8201 -0.7303 3.9233 -0.7312
3.6944 -0.6219 3.6199 -0.7248
3.6199 -0.7248 3.6199 -0.7248
3.6199 -0.7248 3.6457 -0.8153
3.6457 -0.8153 3.5774 -0.9169
3.5774 -0.9169 3.3061 -0.8283
3.3061 -0.8283 3.3227 -0.8210
3.3227 -0.8210 3.6199 -0.7248
3.3061 -0.8283 3.2639 -0.8686
3.2639 -0.8686 3.1924 -0.9011
3.1924 -0.9011 3.1924 -0.9011
3.1924 -0.9011 2.9715 -0.9339
2.9715 -0.9339 3.0359 -1.0992
3.0359 -1.0992 3.0359 -1.0992
3.6819 -1.0407 3.5774 -0.9169
3.5774 -0.9169 3.8380 -1.0326
5.3651  1.0995 5.4336  1.0793
5.4336  1.0793 5.5789  1.0923
5.5789  1.0923 5.6228  1.2315
5.6228  1.2315 6.1931  1.3549
6.1931  1.3549 5.9764  1.1554
5.9764  1.1554 5.8070  1.0158
5.8070  1.0158 5.5789  1.0923
5.8070  1.0158 5.8252  0.9956
5.8252  0.9956 5.8869  1.0195
0.7125  0.0565 0.7953  0.0714
0.7953  0.0714 0.7842  0.1555
0.7842  0.1555 0.7197  0.1765
0.7197  0.1765 0.6465  0.1477
0.6465  0.1477 0.6801  0.0976
0.6801  0.0976 0.7125  0.0565
0.7125  0.0565 0.6959  0.0057
0.6959  0.0057 0.6080 -0.0178
0.6080 -0.0178 0.4863 -0.1687
0.4863 -0.1687 0.3667 -0.1395
0.3667 -0.1395 0.2993 -0.1714
0.2993 -0.1714 0.4541 -0.2454
0.4541 -0.2454 0.4863 -0.1687
0.4541 -0.2454 0.5236 -0.3652
0.5236 -0.3652 0.7161 -0.2119
0.2993 -0.1714 0.1902 -0.2795
0.1902 -0.2795 0.0848 -0.1252
2.1845 -1.3354 2.7728 -1.3507
2.7728 -1.3507 3.2216 -1.3734
3.2216 -1.3734 2.8155 -1.3881
2.8155 -1.3881 2.1845 -1.3354
2.1845 -1.3354 2.1845 -1.3354
4.0290 -1.0241 3.8507 -1.1000
3.8507 -1.1000 4.0009 -1.0305
1.4452 -0.6027 1.4820 -0.5921
1.4820 -0.5921 1.5314 -0.5975
1.5314 -0.5975 1.5600 -0.6059
1.5600 -0.6059 1.6430 -0.6084
1.6430 -0.6084 1.6673 -0.5683
1.5314 -0.5975 1.5671 -0.7188
3.4470  0.3059 3.4552  0.4866
3.4552  0.4866 3.2591  0.4934
4.9686 -0.6439 5.0022 -0.6447
5.0022 -0.6447 5.0179 -0.6747
5.0179 -0.6747 5.0106 -0.6895
5.0106 -0.6895 5.0106 -0.6895
5.0106 -0.6895 4.9878 -0.7314
4.9878 -0.7314 4.9287 -0.7429
4.9287 -0.7429 4.9287 -0.7429
4.0707  0.5473 4.0484  0.5080
4.0484  0.5080 4.0783  0.4663
4.0783  0.4663 4.1135  0.4589
4.1135  0.4589 4.1434  0.4550
4.1434  0.4550 4.1783  0.4691
4.1783  0.4691 4.1951  0.5210
3.1783 -0.4062 3.1899 -0.3909
3.1899 -0.3909 3.2106 -0.2872
3.2106 -0.2872 3.2815 -0.2758
3.2815 -0.2758 3.2916 -0.3945
3.2916 -0.3945 3.1899 -0.3909
3.1242 -0.2941 3.0751 -0.3080
3.0751 -0.3080 2.9817 -0.3005
2.9817 -0.3005 2.9642 -0.2308
2.9642 -0.2308 2.9983 -0.2032
2.9983 -0.2032 3.0398 -0.1431
2.9817 -0.3005 2.9307 -0.3696
2.9307 -0.3696 2.8788 -0.3089
2.8788 -0.3089 2.9642 -0.2308
3.2576 -1.0978 3.2781 -0.9934
3.3407 -1.0301 3.2077 -0.9992
5.0488  0.9315 5.1038  0.9029
5.1038  0.9029 5.1332  0.8765
5.1332  0.8765 5.1704  0.7877
5.1704  0.7877 5.3330  0.7026
5.3330  0.7026 5.4376  0.5929
5.4376  0.5929 5.5542  0.5276
5.5542  0.5276 5.6904  0.5017
5.5542  0.5276 5.5760  0.6091
5.5760  0.6091 5.5623  0.6640
5.5623  0.6640 5.5738  0.6876
5.5738  0.6876 5.6461  0.7957
5.6461  0.7957 5.7020  0.8606
5.4168  0.7903 5.3330  0.7026
5.3330  0.7026 5.2199  0.6123
5.2199  0.6123 5.1948  0.5745
5.1948  0.5745 5.1082  0.4880
5.3809  0.1973 5.3998  0.2547
5.3998  0.2547 5.4256  0.2631
5.4256  0.2631 5.4395  0.2814
5.4395  0.2814 5.4089  0.2777
5.4089  0.2777 5.3998  0.2547
1.1171 -0.8816 1.1955 -0.9591
1.1955 -0.9591 1.3330 -0.9866
1.3330 -0.9866 1.4557 -1.0736
1.4557 -1.0736 1.5267 -1.1362
1.4557 -1.0736 1.5267 -1.1362
