0.4335 0.7747 4.98
0.1682 0.5116 4.37
0.2496 0.4087 4.42
0.5407 0.7388 4.84
6.1878 0.7552 4.29
6.1977 0.7738 4.14
0.2174 0.7170 4.53
0.3825 0.7925 4.83
0.3033 0.8245 4.25
0.1609 0.5885 4.36
6.2223 0.8102 4.95
0.0800 0.6420 4.52
0.4389 0.7082 4.94
0.0746 0.6751 4.61
0.4224 0.7227 4.09
0.3593 0.7946 4.88
0.2066 0.4235 4.06
6.0396 0.8736 4.65
6.0761 0.8623 4.52
6.0988 0.8555 4.85
0.5606 0.6608 4.82
0.5813 0.7720 4.83
0.6354 0.8775 4.71
2.7365 -0.5399 4.25
2.4838 -0.5943 4.51
2.8655 -0.6434 4.6
2.5491 -0.4578 4.79
4.3767 -1.3349 4.24
4.2776 -1.3492 4.68
3.7447 -1.4136 4.91
4.5465 -1.1559 4.78
4.9725 0.2630 4.02
5.1344 -0.0125 4.36
5.1352 -0.1217 4.95
5.1229 0.1288 4.45
5.0899 0.0059 4.66
5.2983 0.2652 4.95
5.2109 0.1477 4.71
4.9815 -0.0744 4.02
5.3654 -0.0195 4.91
5.3962 -0.0253 4.89
5.4033 -0.0156 4.32
5.9139 0.0021 4.02
5.7877 -0.2117 4.27
5.4657 -0.1225 4.73
5.5397 -0.1855 4.51
6.1950 -0.2405 5
6.2078 -0.2348 4.49
5.7741 -0.0322 4.69
6.0839 -0.1039 4.22
5.8699 0.0240 4.66
6.0907 -0.1555 4.21
6.0995 -0.1539 4.39
6.1041 -0.1464 4.98
5.8933 -0.1627 4.82
5.9760 -0.2166 4.01
5.8330 -0.1085 4.16
5.6625 -0.1073 4.69
5.8854 0.0004 4.59
5.8854 0.0003 4.42
5.4443 -0.0868 4.42
5.9498 -0.2997 4.69
6.0505 -0.3885 4.47
6.0646 -0.3760 4.69
6.1350 -0.3379 4.39
6.1666 -0.3331 4.71
6.2036 -0.2825 4.82
4.4488 -0.9222 4.06
4.6268 -0.8480 4.77
4.6062 -0.7940 4.59
0.8361 0.3443 4.35
0.7820 0.3725 4.63
0.4954 0.3368 4.83
0.4954 0.3367 4.75
0.5146 0.4118 4.79
0.8504 0.3673 4.89
0.5647 0.4527 4.98
0.7132 0.4836 4.66
0.7326 0.5105 4.51
1.4518 0.5619 4.76
1.6379 0.5148 4.35
1.3925 0.6999 4.71
1.3676 0.6717 4.86
1.3058 0.6613 4.94
1.5705 0.8018 4.26
1.6794 0.8602 4.91
1.7424 0.7416 4.79
1.4166 0.6525 4.99
1.5236 0.6838 4.52
1.5317 0.6511 4.74
1.5483 0.9723 4.99
1.2769 0.6406 4.78
1.3381 0.9006 5
1.3883 0.5824 4.54
1.8835 0.6863 4.9
3.7357 0.8965 4.75
3.7240 0.9039 4.54
3.7367 0.8044 4.18
4.0338 0.6524 4.31
3.9362 0.4365 4.81
3.8626 0.2961 4.6
3.8429 0.2866 4.94
3.9464 0.4703 4.54
3.8165 0.5191 4.46
3.6096 0.3047 4.5
3.7751 0.9050 4.05
3.6193 0.2757 4.07
3.8894 0.3334 4.55
3.8447 0.2396 4.43
3.8447 0.2396 4.83
3.6203 0.3711 4.91
3.7106 0.4379 4.83
3.7514 0.2846 4.86
3.8469 0.1424 4.86
3.8547 0.4630 4.81
3.9435 0.8317 4.76
3.9589 0.4340 4.93
1.8490 -0.2507 4.12
1.8157 -0.2958 4.37
1.6937 -0.5484 4.48
1.8156 -0.2436 5
1.7361 -0.3100 4.43
1.8135 -0.3467 4.68
1.9142 -0.4022 4.4
1.8072 -0.2088 4.07
1.7098 -0.3941 4.33
1.7238 -0.3671 4.54
1.8044 -0.3452 4.83
1.8948 -0.4476 4.66
1.9141 -0.4091 4.98
1.9445 0.1619 4.99
1.9555 0.1558 4.32
1.9626 0.2096 4.54
3.2888 0.7218 4.26
3.2464 0.8999 4.8
3.4799 0.7081 4.73
3.5537 0.8555 4.7
3.5668 0.6335 4.82
1.2242 -0.7005 4.45
1.3282 -0.6024 4.55
1.2830 1.1579 4.29
1.3239 1.0549 4.03
1.0051 1.2450 4.63
1.2972 0.9382 4.47
5.3130 -0.2006 4.24
5.6596 -0.3235 4.68
5.5170 -0.3167 4.84
5.5949 -0.2647 4.28
5.6839 -0.2990 4.73
5.3261 -0.1962 4.76
5.4621 -0.4377 4.11
5.4371 -0.4316 4.14
5.3619 -0.2825 4.78
5.5237 -0.2926 4.07
5.5289 -0.4362 4.5
5.6231 -0.3524 4.51
0.4099 1.0338 4.71
0.6504 1.1764 4.52
0.1440 1.0984 4.16
0.1386 0.9516 4.73
0.2131 0.8896 4.89
0.5061 1.1988 4.99
0.1951 0.8427 4.54
0.3494 1.0163 4.98
0.1897 0.8207 4.94
0.3750 1.1891 4.74
6.2587 1.0036 4.54
6.2789 0.9731 4.88
6.2267 1.0237 4.87
0.3102 0.9625 4.33
0.2400 1.0293 4.83
0.2472 1.0329 4.63
0.1835 0.8816 4.8
6.0502 1.0371 4.85
6.1298 1.0870 4.98
0.5321 1.2376 4.54
3.6916 -0.7124 4.36
3.7549 -0.6303 4.05
3.6727 -0.7749 4.34
3.4189 -0.8460 4.85
3.4335 -0.8394 4.27
3.6027 -0.5752 4.23
3.6191 -0.5855 4.19
3.6295 -0.5411 4.56
3.6356 -0.5249 4.73
5.8252 0.9956 4.19
5.2748 1.3563 4.39
5.6876 1.0259 4.08
5.6961 1.0668 4.29
6.1027 1.1888 4.75
6.0558 1.3158 4.41
5.3651 1.0995 4.22
5.7761 1.1280 4.29
5.6632 1.0835 4.73
5.6807 1.2446 4.56
5.8024 1.2626 4.79
0.4782 -0.1626 4.67
0.6959 0.0057 4.07
0.6962 -0.1768 4.84
0.8699 0.0588 4.83
0.7842 0.1555 4.7
0.7197 0.1765 4.27
0.6801 0.0976 4.86
0.1928 -0.1639 4.76
0.7161 -0.2119 4.25
0.6368 -0.2044 4.89
0.6636 -0.2575 4.75
0.5803 0.1544 4.37
0.6465 0.1477 4.28
0.0163 -0.2908 4.55
0.0196 -0.1656 4.94
0.0492 -0.2536 4.89
0.0639 -0.2979 4.44
0.2313 -0.0149 4.77
0.3736 -0.2339 4.9
0.5091 -0.3748 4.85
2.1752 -1.3104 4.07
3.2216 -1.3734 4.26
2.8177 -1.3868 4.45
3.1399 -1.3575 4.91
2.7728 -1.3507 4.11
2.1845 -1.3354 4.35
4.0034 -0.9983 4.07
4.0040 -1.0889 4.86
4.0290 -1.0241 4.51
2.3496 0.2070 4.25
2.2833 0.3747 4.66
2.2981 0.5020 4.02
1.5600 -0.6059 4.36
1.6430 -0.6084 4.37
1.5408 -0.5620 4.87
1.3853 -0.5778 4.83
1.5512 -0.6437 4.97
3.4552 0.4866 4.26
3.2591 0.4934 4.36
3.2129 0.4179 4.95
3.2320 0.3105 4.74
3.2398 0.4511 4.81
3.2568 0.4759 4.95
3.2594 0.4682 5
3.2937 0.3950 4.81
3.3672 0.4807 4.94
3.3741 0.3708 4.9
3.3987 0.3039 4.78
3.4046 0.5373 4.9
3.4347 0.4821 4.8
5.0155 -0.6300 4.11
5.0179 -0.6747 4.11
5.0106 -0.6895 4.59
4.9686 -0.6439 4.87
5.0022 -0.6447 4.93
5.0022 -0.6447 4.99
4.8586 -0.7276 4.64
4.9878 -0.7314 4.75
4.1434 0.4550 4.63
4.1783 0.4691 4.15
4.1951 0.5210 4.99
4.1505 0.6223 4.82
4.2279 0.6369 4.76
4.0707 0.5473 4.14
4.2852 0.5392 4.85
2.8788 -0.3089 4.08
2.9307 -0.3696 4.48
2.9872 -0.1595 4.83
2.9884 -0.2848 4.08
3.0398 -0.1431 4.7
3.0751 -0.3080 4.73
3.1716 -1.1063 4.15
3.3407 -1.0301 4.69
3.3801 -1.0272 4.62
3.3798 -0.9917 4.03
3.1548 -1.0941 4.33
3.1604 -1.0967 4.72
3.2220 -1.1170 4.04
3.1783 -0.4062 4.02
3.2815 -0.2758 4.31
5.1948 0.5745 4.23
5.4428 0.6369 4.53
5.6904 0.5017 4.73
5.3671 0.8544 4.95
5.1460 0.5263 4.69
5.6815 0.8934 4.67
5.7020 0.8606 4.23
5.2169 0.9152 4.92
5.6461 0.7957 4.02
5.5738 0.6876 4.23
5.1332 0.8765 4.48
5.5760 0.6091 4.43
5.0795 0.5170 4.97
5.1128 0.6013 4.74
5.1674 0.6520 4.89
5.1768 0.5887 4.99
5.2179 0.6717 4.94
5.2771 0.6430 4.93
5.2994 0.6424 4.97
5.2940 0.8171 4.83
5.2944 0.9873 4.3
5.3136 0.6638 4.81
5.3401 0.5618 4.43
5.3642 0.5300 4.01
5.3839 0.6152 4.61
5.4352 0.5362 4.22
5.4495 0.8048 4.84
5.4683 0.7747 4.78
5.4970 0.8294 4.74
5.5266 0.8316 4.55
5.5783 0.7670 5
5.6495 0.6725 4.9
5.4256 0.2631 4.43
5.3809 0.1973 4.03
5.4396 0.2814 4.27
5.3900 0.2561 4.68
1.5044 -1.1216 4.35
1.1171 -0.8816 4.25
1.3690 -1.1661 4.83
1.3330 -0.9866 4.72
4.5910 0.9631 4.88
4.5914 0.9630 4.87
4.6118 1.2001 4.8
4.9358 1.0365 4.66
4.8030 1.2451 4.22
5.0644 1.1469 4.59
4.6336 1.2592 4.58
5.2483 1.1846 4.51
5.1154 1.2158 4.68
5.0420 1.2803 4.45
4.1970 1.0222 4.01
4.9497 1.2444 4.82
3.2730 1.2078 4.95
3.2931 1.2221 4.94
3.6278 1.1296 4.65
4.3109 1.2002 5
4.3673 1.1273 4.83
4.4333 1.1368 4.89
4.8167 1.0263 4.98
4.8258 1.1443 4.82
4.8545 0.9956 4.77
5.0349 1.0071 4.99
5.5610 0.1747 4.49
5.5429 0.1768 4.69
0.7010 -0.6657 4.11
0.6413 -0.8080 4.25
1.3489 -0.1265 4.27
1.2457 -0.0479 4.02
1.2780 -0.0794 4.39
1.0990 -0.0901 4.04
1.1138 -0.1108 4.43
0.9867 -0.2077 4.42
1.3153 -0.1191 4.81
0.7204 -0.3042 4.47
0.7463 -0.3664 4.75
0.7958 -0.3905 4.09
0.9328 -0.3555 4.27
0.9898 -0.3971 4.23
1.0198 -0.4082 4.65
1.0469 -0.4186 4.66
0.7779 -0.6928 4.35
1.1934 -0.4928 4.51
0.8545 -0.1253 4.8
0.8655 -0.3750 4.88
0.9190 -0.0860 4.73
1.0223 -0.0182 4.79
1.1100 -0.1701 4.87
1.1863 0.0008 4.91
1.2237 -0.3199 4.32
1.3087 -0.2001 4.79
0.7378 -0.5514 4.46
0.9697 -0.5247 5
0.5432 -0.5010 4.69
0.6713 -0.4846 4.9
2.1097 0.4851 4.94
1.6972 0.3528 4.15
2.0035 0.6036 4.9
2.0660 0.4672 4.97
1.9596 0.5547 4.18
2.0216 0.5041 4.28
1.8812 0.5279 4.41
1.9893 0.4694 4.06
1.5888 0.4060 4.16
1.7627 0.2309 4.49
1.8092 0.2300 4.65
1.8909 0.2820 5
2.0338 0.3231 4.88
5.8894 -0.7374 4.11
5.9587 -0.9163 4.85
5.7863 -0.6712 4.46
5.8277 -0.7095 4.79
5.9494 -0.7084 4.85
6.0514 -0.7414 4.28
6.0252 -0.8944 4.12
4.1568 0.7409 4.62
4.2240 0.2975 5
4.5847 0.4557 4.41
4.7059 0.5269 4.41
4.2997 0.2449 4.57
4.2271 0.7843 4.26
4.5539 0.6483 4.52
4.3376 0.7407 4.2
4.2010 0.8035 4.76
4.3311 0.2005 4.84
4.3579 0.8540 4.9
4.4036 0.8026 4.82
4.4741 0.2224 4.91
4.5262 0.5777 4.82
4.5277 0.6509 4.65
4.7126 0.2924 4.67
4.7190 0.3769 4.96
4.7506 0.3633 4.36
