#
# Andromeda
#
Sco Tau-23,Sco Epsilo-26
Sco Epsilo-26,Sco Mu1
Sco Mu1,Sco Zeta2
Sco Zeta2,Sco Eta
Sco Eta,Sco Theta
Sco Theta,Sco Iota2
Sco Iota2,Sco Iota1
Sco Iota1,Sco Kappa
Sco Kappa,Sco Upsilo-34
Sco Upsilo-34,Shaula
#   Missing one at the tail
#
# Sculptor
#
#   Not a Rey constellation
Scl Alpha,Scl Iota
Scl Iota,Scl Delta
Scl Delta,Scl Gamma
Scl Gamma,Scl Beta
#
# Scutum
#
Sct Beta,Sct Alpha
Sct Alpha,Sct Gamma
Sct Gamma,Sct Delta
Sct Delta,Sct Beta
#
# Serpens
#
#   Sepens Cauda
#      Head
Ser Gamma-41,Ser Kappa-35
Ser Kappa-35,Ser Iota-21
Ser Beta-28,Ser Gamma-41
Ser Iota-21,Ser Beta-28
#
Ser Delta-13,Ser Beta-28
Ser Delta-13,Ser Lambda-27
Unukalhay,Ser Lambda-27
Ser Epsilo-37,Unukalhay
Ser Mu-32,Ser Epsilo-37
Ser Mu-32,Oph Delta-1
#   Sepens Caput
Ser Theta1-63,Oph 72
Oph 70,Ser Eta-58
Ser Eta-58,Oph Nu-64
Oph Nu-64,Ser Omicro-56
Ser Omicro-56,Ser Xi-55
Ser Xi-55,Ser Nu-53
#
# Sextans
#
#   Not a Rey constellation
Sex Delta-29,Sex Alpha-15
Sex Alpha-15,Sex Gamma-8
#
# Taurus
#
Tau 5,Tau Xi-2
Tau Xi-2,Tau Omicron-1
Tau Omicron-1,Tau 10
Tau Xi-2,Tau Nu-38
Tau Lambda-35,Tau Xi-2
Tau Gamma-54,Tau Lambda-35
Tau Gamma-54,Tau Mu-49
Tau Gamma-54,Tau 90
Tau 90,Tau 88
Tau Gamma-54,Tau Theta2-78
Tau Theta2-78,Aldebaran
Aldebaran,Tau Zeta-123
Tau Zeta-123,Tau Tau-94
Alnath,Tau Tau-94
Tau Tau-94,Tau Upsilo-69
Tau Upsilo-69,Atlas
Tau Upsilo-69,Tau Kappa1-65
Tau Kappa1-65,Tau Epsilo-74
Tau Epsilo-74,Tau Delta3-68
Tau Delta3-68,Tau Delta1-61
Tau Delta1-61,Tau Gamma-54
#
# Telescopium
#
# Extra part not included by Rey
#Tel Epsilon,Tel Alpha
Tel Alpha,Tel Zeta
#
# Triangularum
#
Tri Alpha-2,Tri Epsilon-3
Tri Epsilon-3,Tri Beta-4
Tri Beta-4,Tri Gamma-9
Tri Gamma-9,Tri Alpha-2
#
# Triangulum Australe
#
TrA Alpha,TrA Beta
TrA Beta,TrA Epsilon
TrA Epsilon,TrA Gamma
TrA Gamma,TrA Alpha
#
# Tucana
#
#   Rey doesn't have Delta
#Tuc Delta,Tuc Alpha
Tuc Alpha,Tuc Gamma
Tuc Gamma,Tuc Epsilon
Tuc Epsilon,Tuc Zeta
Tuc Zeta,Tuc Beta1
Tuc Beta1,Tuc Gamma
#
# Ursa Major
#
#   Big Dipper
Benetnasch,Mizar
Mizar,Alioth
Alioth,Megrez
Megrez,Phecda
Phecda,Merak
Merak,Dubhe
Megrez,Dubhe
#   Rest of the Bear
Dubhe,UMa 23
UMa 23,UMa Omicron-1
UMa 23,UMa Upsilo-29
UMa Phi-30,UMa Upsilo-29
UMa Phi-30,UMa Lambda-33
UMa Omicron-1,Talitha
UMa Kappa-12,UMa Mu-34
UMa Mu-34,UMa Nu-54
UMa Psi-52,UMa Nu-54
UMa Chi-63,UMa Psi-52
UMa Chi-63,Benetnasch
#
# Ursa Minor
#
Polaris,UMi Delta-23
UMi Delta-23,UMi Epsilo-22
UMi Epsilo-22,UMi Zeta-16
UMi Zeta-16,Kocab
Kocab,UMi Gamma-13
UMi Gamma-13,UMi Eta-21
UMi Eta-21,UMi Zeta-16
#
# Vela
#
# Temporary, lost top of sail
Vel Mu,Vel Psi
Vel Psi,Vel Lambda
Vel Lambda,Vel Gamma2
Vel Gamma2,Vel Delta
Vel Delta,Vel Kappa
Vel Kappa,Vel Phi
Vel Phi,Vel Mu
#
# Virgo
#
Vir Omicron-9,Vir Gamma-29
Vir Omicron-9,Vir Nu-3
Vir Nu-3,Zawijah
Zawijah,Vir Eta-15
Vir Eta-15,Vir Gamma-29
Vir Gamma-29,Vir Delta-43
Vir Delta-43,Vindemiatrix
Vir Delta-43,Vir Zeta-79
Vir Zeta-79,Spica
Spica,Vir Theta-51
Vir Theta-51,Vir Gamma-29
Vir Zeta-79,Vir Tau-93
Vir Tau-93,Vir 109
Spica,Vir Kappa-98
Vir Kappa-98,Vir Iota-99
Vir Iota-99,Vir Mu-107
Vir Tau-93,Vir Iota-99
#
# Volans
#
Vol Alpha,Vol Beta
Vol Beta,Vol Epsilon
Vol Epsilon,Vol Alpha
Vol Epsilon,Vol Delta
Vol Epsilon,Vol Eta
Vol Epsilon,Vol Gamma1
Vol Gamma1,Vol Zeta
Vol Zeta,Vol Epsilon
#
# Vulpecula
#
Vul 13,Vul Alpha-6
Vul Alpha-6,Vul 1
#
