0.0366  0.5077 2.06
0.3043  0.6217 2.06
0.4335  0.7747 4.98
0.1716  0.5386 3.27
0.1682  0.5116 4.37
0.2496  0.4087 4.42
0.5406  0.7388 2.26
0.5407  0.7388 4.84
6.1878  0.7552 4.29
6.1977  0.7738 4.14
6.1853  0.8108 3.82
0.2476  0.6719 3.87
0.2174  0.7170 4.53
0.3825  0.7925 4.83
6.0298  0.7387 3.62
0.3033  0.8245 4.25
0.1609  0.5885 4.36
6.2223  0.8102 4.95
0.0922  0.6627 5.18
0.0800  0.6420 4.52
0.4389  0.7082 4.94
0.0746  0.6751 4.61
0.4224  0.7227 4.09
0.3593  0.7946 4.88
0.2066  0.4235 4.06
6.0328  0.7463 5.1
6.0396  0.8736 4.65
6.0548  0.8096 5.33
6.0552  0.8604 5.7
6.0670  0.7600 5.94
6.0761  0.8623 4.52
6.0988  0.8555 4.85
6.1016  0.7291 6.02
6.1081  0.7344 5.79
6.1065  0.8487 5.44
6.1125  0.6664 5.77
6.1397  0.7490 5.75
6.1579  0.6848 5.22
6.1725  0.7023 5.59
6.1922  0.8809 5.3
0.0450  0.8041 5.03
0.0590  0.7162 5.72
0.0816  0.7643 6.11
0.1314  0.5193 5.23
0.1794  0.6887 5.33
0.2398  0.4124 5.47
0.2745  0.7216 5.98
0.2968  0.7669 5.03
0.3068  0.7345 5.65
0.3105  0.6584 5.81
0.3651  0.6583 5.58
0.3931  0.8204 5.27
0.4276  0.8487 3.57
0.4943  0.7109 5.4
0.5068  0.6502 5.67
0.5606  0.6608 4.82
0.5711  0.6814 6.1
0.5711  0.6814 5.63
0.5813  0.7720 4.83
0.6077  0.8269 5.3
0.6151  0.8753 5.59
0.6301  0.8728 5.19
0.6354  0.8775 4.71
0.6452  0.8826 6.12
2.7365 -0.5399 4.25
2.7471 -0.5130 5.56
2.4838 -0.5943 4.51
2.6131 -0.5953 5.23
2.8655 -0.6434 4.6
2.5491 -0.4578 4.79
2.4904 -0.5255 6.18
2.4904 -0.5255 7
2.4938 -0.5258 5.93
3.8740 -1.3780 3.83
4.3767 -1.3349 4.24
4.2776 -1.3492 4.68
4.2780 -1.3497 5.27
3.7628 -1.3944 5.06
3.7447 -1.4136 4.91
4.3347 -1.3457 3.89
4.5470 -1.2196 5.41
4.0645 -1.2673 5.49
4.1031 -1.2663 5.65
3.6884 -1.3125 5.5
4.5465 -1.1559 4.78
5.1958  0.1548 0.77
5.2155  0.1118 3.71
5.1599  0.2064 5.27
5.0854  0.0544 3.36
4.9725  0.2630 4.02
5.2031  0.0176 3.9
5.1760  0.1852 2.72
5.1344 -0.0125 4.36
5.1352 -0.1217 4.95
5.0015 -0.0544 3.44
5.1229  0.1288 4.45
5.0899  0.0059 4.66
5.0519  0.2024 5.28
5.0609  0.2013 6.02
5.1968  0.1818 5.11
5.2196  0.1994 5.28
5.1867  0.2062 5.72
5.1687  0.2322 6.26
5.2983  0.2652 4.95
5.1452  0.0942 5.17
5.2540  0.1270 5.52
5.2853  0.0143 3.23
5.1734  0.1329 5.91
5.2109  0.1477 4.71
4.9978  0.2420 2.99
4.9080  0.0360 5.02
4.9152  0.0168 5.9
4.9365 -0.0468 6.1
4.9689  0.2427 5.89
4.9702  0.2378 5.23
4.9815 -0.0744 4.02
4.9869 -0.0402 5.42
4.9958 -0.0693 5.42
5.0046  0.1932 5.09
5.0135  0.1060 5.22
5.0295 -0.1058 5.34
5.0340  0.0400 5.15
5.0463  0.0844 5.59
5.0551  0.0189 5.1
5.0564  0.0059 6.41
5.0638 -0.0800 5.01
5.0641  0.0156 5.49
5.0599  0.2160 5.53
5.0831  0.2085 5.16
5.1008  0.0340 5.8
5.1080 -0.0211 5.03
5.1274 -0.1648 5.12
5.1391 -0.0585 5.46
5.1519  0.0108 5.67
5.1584  0.2128 6.34
5.1958 -0.1612 5.39
5.2104 -0.1296 5.79
5.2125 -0.1357 5.71
5.2126 -0.1355 6.49
5.2131  0.0048 5.61
5.2551  0.0124 5.68
5.2710  0.0118 5.99
5.2937 -0.0173 5.47
5.3600 -0.0461 6.13
5.3654 -0.0195 4.91
5.3962 -0.0253 4.89
5.4033 -0.0156 4.32
5.7848  0.0056 2.96
5.6355 -0.0773 2.91
6.0949 -0.1095 5.06
5.9980 -0.2475 3.27
5.4440 -0.1484 3.77
5.9139  0.0021 4.02
5.8541 -0.0107 3.84
5.7877 -0.2117 4.27
5.9243 -0.0658 5.03
5.9892 -0.1121 3.74
5.4657 -0.1225 4.73
5.5397 -0.1855 4.51
6.1950 -0.2405 5
6.2078 -0.2348 4.49
5.7741 -0.0322 4.69
6.0839 -0.1039 4.22
5.8699  0.0240 4.66
6.0907 -0.1555 4.21
6.0995 -0.1539 4.39
6.1041 -0.1464 4.98
5.8477 -0.1078 5.37
5.8933 -0.1627 4.82
5.9678 -0.2434 5.66
5.9760 -0.2166 4.01
5.8330 -0.1085 4.16
5.9110 -0.3367 5.2
5.6625 -0.1073 4.69
5.8854  0.0004 4.59
5.8854  0.0003 4.42
5.4080  0.0085 5.16
5.4443 -0.0868 4.42
5.4604 -0.0763 5.99
5.4635 -0.0784 5.55
5.4843 -0.1449 5.51
5.5002 -0.0571 6.21
5.5156 -0.0729 7.31
5.5156 -0.0729 5.89
5.5771 -0.0607 5.82
5.5897 -0.0600 5.87
5.5979 -0.1515 5.99
5.6033 -0.1941 5.49
5.6078 -0.1440 5.7
5.6063 -0.0454 6.36
5.6081 -0.0426 5.49
5.6704  0.0392 5.1
5.6818  0.0224 5.67
5.7643  0.0106 5.58
5.7702 -0.2624 6.37
5.7739 -0.0956 5.54
5.7805  0.0158 5.3
5.7988 -0.3051 5.81
5.8059 -0.1821 5.46
5.8138 -0.2410 6.03
5.8220 -0.3652 5.32
5.8329 -0.1949 5.34
5.8342 -0.0805 5.75
5.8425 -0.2216 5.95
5.8538 -0.3561 5.13
5.8622 -0.4056 5.53
5.8663 -0.2177 5.76
5.8648 -0.0552 5.78
5.8755 -0.2663 6.35
5.8755 -0.2663 6.57
5.8918 -0.2341 6.37
5.8979 -0.1587 6.38
5.9082 -0.0074 5.89
5.9498 -0.2997 4.69
