  0.0225   0.7894   6.6996
  0.0221   0.0088   6.2892
  0.0233  -0.0749   4.6117
  0.0249   0.2338   5.5103
  0.0273   1.0199   5.9601
  0.0276  -0.8539   5.6996
  0.0281   1.1204   5.5896
  0.0289   0.5065   6.1306
  0.0298  -0.3995   6.1809
  0.0319  -0.2900   6.1906
  0.0338  -0.0253   6.4297
  0.0339  -0.3751   5.9393
  0.0352  -0.5667   5.6791
  0.0358  -0.0271   6.0707
  0.0366   0.5077   2.0598
  0.0362  -0.1252   5.9894
  0.0379   0.6393   6.1906
  0.0373  -0.2866   6.0591
  0.0387   0.4444   6.2304
  0.0407   1.3913   6.0113
  0.0400   1.0324   2.2664
  0.0394   0.3179   5.5296
  0.0394  -0.9424   6.3291
  0.0408  -0.4540   5.4203
  0.0411  -0.7724   3.8782
  0.0438   0.1945   5.5103
  0.0450   0.8041   5.0297
  0.0458   0.9977   6.7420
  0.0450  -0.0829   5.8407
  0.0438  -1.4273   5.2795
  0.0467  -0.1993   5.8502
  0.0464  -1.2702   6.6390
  0.0492  -0.2536   4.8867
  0.0505  -0.4573   5.4108
  0.0512  -0.6085   5.2504
  0.0523   0.8404   6.1586
  0.0531  -0.2803   5.2504
  0.0560   0.6579   6.7313
  0.0578   0.2650   2.8299
  0.0585   0.4710   6.3000
  0.0590   0.7162   5.7205
  0.0598  -0.4534   5.9393
  0.0599  -0.4488   6.3108
  0.0613   0.5796   6.2508
  0.0637   0.3527   4.8020
  0.0631  -0.1085   5.1204
  0.0581  -1.4487   5.7701
  0.0639  -0.2979   4.4432
  0.0652   0.3889   6.2405
  0.0654   0.1540   5.7901
  0.0650  -0.1471   5.7504
  0.0660   0.5504   6.4501
  0.0662   0.4762   6.3515
  0.0653  -0.5776   6.1713
  0.0708   1.3430   6.3515
  0.0714   0.7609   6.1492
  0.0705  -0.5333   5.6690
  0.0695  -1.2931   6.4879
  0.0723   0.1438   6.1092
  0.0740   1.0740   5.7396
  0.0729  -0.3454   6.4709
  0.0748   0.8368   5.8889
  0.0746   0.6751   4.6117
  0.0734  -1.3477   6.7694
  0.0773   0.8977   6.1398
  0.0765  -0.3307   6.4501
  0.0776   0.0295   6.1713
  0.0800   0.6420   4.5172
  0.0798   0.1956   6.0505
  0.0816   0.7643   6.1092
  0.0813   0.5501   5.8694
  0.0816  -0.1387   6.4584
  0.0816  -0.7464   6.3291
  0.0848  -0.1252   3.5591
  0.0859   0.7109   6.3291
  0.0876   0.8529   6.5183
  0.0876  -1.1017   4.2313
  0.0890   0.5399   5.8988
  0.0906   0.5744   5.7901
  0.0899   0.1429   5.3703
  0.0912   0.1916   6.5586
  0.0922   0.6627   5.1803
  0.0901  -1.1934   5.5103
  0.0939  -0.4716   5.1803
  0.0950  -0.3481   5.1204
  0.0978   0.2353   6.2304
  0.0937  -1.3365   5.9707
  0.0998  -0.2058   6.3899
  0.1013  -0.5404   6.5495
  0.1049   0.6733   7.3867
  0.1059   0.9079   5.5692
  0.1082   1.0792   5.3997
  0.1069  -0.0311   6.0707
  0.1095   0.9258   5.7396
  0.1108   0.0339   5.7701
  0.1124  -1.3395   2.7994
  0.1147  -0.7277   2.3867
  0.1143  -0.7386   3.9419
  0.1162   0.0009   6.1906
  0.1189  -0.4268   5.9787
  0.1224   0.3123   5.0603
  0.1232   0.7748   5.1701
  0.1219  -0.5758   4.8111
  0.1231   0.2870   6.0591
  0.1236   0.1778   6.0392
  0.1237  -0.3432   6.4297
  0.1241  -0.6647   5.4300
  0.1263   0.6440   6.2611
  0.1253  -0.8634   6.2611
  0.1349   1.3442   6.2103
  0.1323   1.0468   5.9393
  0.1314   0.5193   5.2301
  0.1303  -0.2293   6.1398
  0.1301  -0.5565   6.5677
  0.1311  -0.0357   5.7205
  0.1326  -0.3877   5.1906
  0.1329  -0.6817   6.1906
  0.1328  -0.8340   5.6893
  0.1371   1.1610   6.1809
  0.1371   0.5861   5.8694
  0.1386   0.9516   4.7320
  0.1383   0.9222   5.6008
  0.1371  -0.8237   4.7664
  0.1376  -1.0654   4.3679
  0.1377  -1.0652   4.5383
  0.1416   0.7591   6.6996
  0.1454   1.2389   6.4216
  0.1440   1.0984   4.1588
  0.1422   0.3542   5.3795
  0.1414   0.1214   5.6690
  0.1421   0.4814   6.6689
  0.1432   0.4936   6.3000
  0.1447   0.9581   5.9290
  0.1428  -1.0990   5.0905
  0.1502   1.1650   6.4794
  0.1470  -0.4964   5.5492
  0.1457  -1.2345   6.1306
  0.1504  -0.9011   5.5692
  0.1524   0.2334   6.4017
  0.1538  -0.0420   5.1997
  0.1551   0.0088   5.9290
  0.1577   0.9454   5.0800
  0.1567   0.2305   6.4096
  0.1591   1.0529   5.7901
  0.1557  -0.8377   5.5103
  0.1551  -0.9281   6.0591
  0.1585   0.4757   6.5008
  0.1573  -0.2274   6.4501
  0.1576  -0.3693   6.0591
  0.1605   0.7765   5.1302
  0.1613   0.9407   3.6586
  0.1609   0.5885   4.3618
  0.1605   0.2658   5.8889
  0.1620   0.4191   6.4709
  0.1630   0.6178   5.4795
  0.1736   1.4398   6.4017
  0.1629  -0.4055   5.5692
  0.1598  -1.1323   6.4216
  0.1637   0.0547   6.3899
  0.1628  -0.9356   6.4096
  0.1682   0.5116   4.3679
  0.1709   0.8614   5.4300
  0.1716   0.5386   3.2701
  0.1718   0.3709   5.8694
  0.1742   0.3742   5.3597
  0.1768   0.9868   2.2320
  0.1688  -1.2717   6.8498
  0.1744  -0.5592   6.6893
  0.1740  -0.7540   6.0113
  0.1766  -0.2702   6.4879
  0.1769  -0.3874   6.1398
  0.1776  -0.0637   5.9088
  0.1794   0.6887   5.3299
  0.1765  -1.0218   5.8889
  0.1835   1.1545   5.8290
  0.1815   0.4299   6.0392
  0.1835   0.8816   4.8020
  0.1803  -0.8014   4.5891
  0.1855   1.0254   6.1713
  0.1823  -0.9686   5.6996
  0.1897   0.8207   4.9367
  0.1864  -0.6551   6.0591
  0.1863  -1.0426   5.9787
  0.1853  -1.1263   5.3904
  0.1902  -0.2795   2.0383
  0.1939   0.8354   5.6690
  0.1913  -0.2092   6.0196
  0.1892  -0.9868   4.3618
  0.1992   1.3088   5.6590
  0.1951   0.8427   4.5383
  0.1928  -0.1639   4.7577
  0.1929  -0.6559   5.8988
  0.1976   0.9638   5.4203
  0.1952  -0.3839   5.2396
  0.1961  -0.7212   5.9393
  0.1943  -1.0734   6.0707
  0.2035   1.2099   6.3291
  0.1981  -0.0588   6.1492
  0.1963  -0.9125   6.1492
  0.1984  -0.1941   6.1492
  0.2018   0.9653   6.5183
  0.2015   0.7830   6.0505
  0.1994  -0.2718   6.4709
  0.2038   1.0398   6.3899
  0.2084   1.3063   5.4108
  0.1997  -0.8107   5.7992
  0.2016  -0.3749   5.4999
  0.2031   0.2701   5.3795
  0.2101   1.2684   5.8694
  0.2052   0.2090   5.4999
  0.2061   0.3417   6.1306
  0.2066   0.4235   4.0586
  0.2068   0.1176   5.9894
  0.2091   0.3652   6.5405
  0.2082  -0.3131   5.6996
  0.2142   1.0091   3.4393
  0.2095  -0.3539   5.5692
  0.2107   0.1274   5.9290
  0.2111   0.0922   5.7504
  0.2131   0.8896   4.8867
  0.2124   0.1324   4.4303
  0.2137   0.2957   5.0695
  0.2174   0.7170   4.5312
  0.2157  -0.2171   5.5896
  0.2148  -0.4165   5.8988
  0.2136  -0.7907   6.2716
